id,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
8347,Good,ParaWorld,/games/paraworld/pc-682114,PC,7.8,Strategy,N,2006,9,28
8350,Awful,Reservoir Dogs,/games/reservoir-dogs/pc-688085,PC,3,Action,N,2006,10,24
8351,Good,F.E.A.R. Extraction Point,/games/fear-extraction-point/pc-826644,PC,7.6,Shooter,N,2006,10,24
8363,Painful,Backyard Baseball 2007,/games/backyard-baseball-2007/pc-820213,PC,2,Sports,N,2006,10,16
8370,Mediocre,El Matador,/games/el-matador/pc-681698,PC,5.3,Action,N,2006,10,23
8371,Awful,Ford Bold Moves Street Racing,/games/ford-bold-moves-street-racing/pc-847836,PC,3.5,Racing,N,2006,10,23
8372,Okay,JAWS Unleashed,/games/jaws-unleashed/pc-750110,PC,6.1,Action,N,2006,10,23
8373,Great,DEFCON,/games/defcon/pc-802997,PC,8.5,Strategy,Y,2006,10,20
8374,Great,Battlefield 2142,/games/battlefield-2142/pc-819222,PC,8.4,Shooter,N,2006,10,20
8382,Okay,First Battalion,/games/first-battalion/pc-823617,PC,6.5,Action,N,2006,10,13
8384,Mediocre,Mage Knight: Apocalypse,/games/mage-knight-apocalypse/pc-746150,PC,5.4,"Action, RPG",N,2006,10,12
8387,Good,The Grim Adventures of Billy & Mandy,/games/the-grim-adventures-of-billy-mandy/pc-814766,PC,7.2,Fighting,N,2006,10,18
8391,Good,Caesar IV,/games/caesar-iv/pc-766546,PC,7.7,Strategy,N,2006,10,17
8397,Amazing,GTR 2,/games/gtr-2/pc-794327,PC,9.2,"Racing, Simulation",Y,2006,10,18
8400,Mediocre,Joint Task Force,/games/joint-task-force/pc-741364,PC,5.7,Strategy,N,2006,10,11
8402,Great,Pacific Storm,/games/pacific-storm/pc-674112,PC,8,Strategy,N,2006,10,11
8408,Great,Sam & Max: Season One -- Episode #1: Culture Shock,/games/sam-and-max-season-one-episode-1-culture-shock/pc-771965,PC,8.7,Adventure,Y,2006,10,17
8417,Great,Age of Empires III: The WarChiefs,/games/age-of-empires-iii-the-warchiefs/pc-815862,PC,8.2,Strategy,N,2006,10,17
8428,Great,Neverwinter Nights 2,/games/neverwinter-nights-2/pc-674385,PC,8.5,RPG,Y,2006,11,3
8456,Great,1701 A.D.,/games/1701-ad/pc-619892,PC,8.2,Simulation,N,2006,10,30
8460,Great,Desperate Housewives: The Game,/games/desperate-housewives/pc-820029,PC,8.2,Simulation,N,2006,11,8
8480,Great,Need for Speed Carbon,/games/need-for-speed-carbon/pc-837025,PC,8.2,Racing,N,2006,10,27
8486,Great,RoboBlitz,/games/roboblitz/pc-787915,PC,8,Action,N,2006,11,7
8496,Great,Warhammer: Mark of Chaos,/games/warhammer-battle-march/pc-773711,PC,8,Strategy,N,2006,11,10
8497,Great,Medieval II: Total War,/games/medieval-ii-total-war/pc-800327,PC,8.8,Strategy,Y,2006,11,10
8501,Mediocre,Stronghold Legends,/games/stronghold-legends/pc-805123,PC,5.7,Strategy,N,2006,10,27
8503,Good,Dark Messiah of Might and Magic,/games/dark-messiah-of-might-and-magic/pc-736193,PC,7,"Action, RPG",N,2006,10,27
8512,Mediocre,Strategic Command 2: Blitzkrieg,/games/strategic-command-2-blitzkrieg/pc-676424,PC,5.9,Strategy,N,2006,11,3
8519,Great,Guild Wars: Nightfall,/games/guild-wars-nightfall/pc-822537,PC,8.4,RPG,N,2006,11,9
8525,Good,The Sims 2: Pets,/games/the-sims-2-pets/pc-837830,PC,7.4,Simulation,N,2006,10,26
8536,Great,Marvel: Ultimate Alliance,/games/marvel-ultimate-alliance/pc-762708,PC,8.2,"Action, RPG",N,2006,10,25
8542,Great,Sid Meier's Railroads!,/games/sid-meiers-railroads/pc-818083,PC,8,Simulation,N,2006,10,24
8545,Great,Star Wars: Empire at War -- Forces of Corruption,/games/star-wars-empire-at-war-forces-of-corruption/pc-827314,PC,8.5,Strategy,Y,2006,10,24
8561,Good,Cabela's African Safari,/games/cabelas-african-safari/pc-855386,PC,7.3,Hunting,N,2006,11,14
8563,Mediocre,Phantasy Star Universe,/games/phantasy-star-universe/pc-729460,PC,5.5,RPG,N,2006,11,14
8567,Mediocre,Left Behind: Eternal Forces,/games/left-behind-eternal-forces/pc-757683,PC,5.9,Strategy,N,2006,11,14
8581,Bad,Eragon,/games/eragon/pc-823201,PC,4.6,Adventure,N,2006,11,21
8584,Great,EverQuest II: Echoes of Faydwer,/games/everquest-ii-echoes-of-faydwer/pc-826078,PC,8.4,RPG,N,2006,11,20
8592,Mediocre,Devil May Cry 3: Dante's Awakening,/games/devil-may-cry-3-dantes-awakening/pc-802409,PC,5.8,Action,N,2006,11,22
8602,Okay,Heroes of Annihilated Empires,/games/heroes-of-annihilated-empires/pc-698919,PC,6,Strategy,N,2006,11,22
8629,Good,Microsoft Flight Simulator X,/games/microsoft-flight-simulator-x/pc-792287,PC,7,"Flight, Simulation",N,2006,12,1
8635,Mediocre,The History Channel -- Civil War: A Nation Divided,/games/the-history-channel-civil-war-a-nation-divided/pc-866838,PC,5,Shooter,N,2006,12,1
8637,Okay,Wildlife Zoo,/games/wildlife-zoo/pc-868290,PC,6.1,Simulation,N,2006,12,6
8649,Great,The Lord of the Rings: The Battle for Middle-earth II -- The Rise of the Witch-king,/games/the-lord-of-the-rings-the-battle-for-middle-earth-ii-the-rise-of-the-witch-king/pc-844907,PC,8,Strategy,N,2006,11,30
8682,Bad,Gothic 3,/games/gothic-3/pc-726093,PC,4.9,"Action, RPG",N,2006,11,28
8690,Good,Secret Files: Tunguska,/games/secret-files-tunguska/pc-826231,PC,7.6,Adventure,N,2006,12,4
8691,Okay,Space Empires V,/games/space-empires-v/pc-673568,PC,6.6,Strategy,N,2006,12,4
8693,Great,The Last Ritual,/games/the-last-ritual/pc-823616,PC,8.1,Adventure,N,2006,12,4
8702,Bad,Sonic Riders,/games/sonic-riders/pc-849950,PC,4.2,"Racing, Action",N,2006,12,12
8708,Mediocre,Star Trek: Legacy,/games/star-trek-legacy/pc-794733,PC,5.9,"Action, Simulation",N,2006,12,11
8732,Okay,Agatha Christie: Murder on the Orient Express,/games/agatha-christie-double-murder-mystery-pack/pc-823614,PC,6.1,Adventure,N,2006,12,11
8741,Amazing,Tom Clancy's Splinter Cell Double Agent,/games/tom-clancys-splinter-cell-double-agent/pc-736172,PC,9,Action,Y,2006,11,22
8743,Bad,Happy Feet,/games/happy-feet/pc-738176,PC,4.5,Adventure,N,2006,12,11
8754,Mediocre,Harley-Davidson: Race to the Rally,/games/harley-davidson-race-to-the-rally/pc-855444,PC,5,Racing,N,2006,12,15
8769,Great,Tom Clancy's Rainbow Six: Vegas,/games/tom-clancys-rainbow-six-vegas/pc-840185,PC,8.4,Shooter,N,2006,12,15
8773,Okay,Flyboys Squadron,/games/flyboys-squadron/pc-851100,PC,6.6,Shooter,N,2006,12,14
8818,Okay,Heroes of Might and Magic V: Hammers of Fate,/games/heroes-of-might-and-magic-v-hammers-of-fate/pc-851138,PC,6.5,Strategy,N,2006,12,19
8805,Good,Sam & Max: Season One -- Episode #2: Situation: Comedy,/games/sam-and-max-season-one-episode-2-situation-comedy/pc-852357,PC,7.8,Adventure,N,2007,1,3
8835,Painful,The Shield,/games/the-shield/pc-859542,PC,2.1,Action,N,2007,1,30
8838,Great,World of Warcraft: The Burning Crusade,/games/world-of-warcraft-the-burning-crusade/pc-770472,PC,8.8,RPG,Y,2007,1,30
8840,Great,Battlestations: Midway,/games/battlestations-midway/pc-664548,PC,8.5,"Action, Simulation",Y,2007,1,30
8850,Amazing,Supreme Commander,/games/supreme-commander/pc-755287,PC,9,Strategy,Y,2007,2,16
8854,Awful,Deal or No Deal,/games/deal-or-no-deal-898891/pc-854357,PC,3.1,Trivia,N,2007,2,15
8874,Amazing,Galactic Civilizations II: Dark Avatar,/games/galactic-civilizations-ii-dark-avatar/pc-837041,PC,9,Strategy,Y,2007,2,12
8895,Good,Starshatter: The Gathering Storm,/games/starshatter-the-gathering-storm/pc-853075,PC,7,"Flight, Simulation",N,2007,2,9
8927,Great,Europa Universalis III,/games/europa-universalis-iii/pc-811576,PC,8.5,Strategy,Y,2007,1,24
8934,Mediocre,Avatar: The Last Airbender,/games/avatar-the-last-airbender/pc-824669,PC,5,"Action, Adventure",N,2007,2,5
8936,Okay,"Sam & Max: Season One -- Episode #3: The Mole, the Mob and the Meatball",/games/sam-and-max-season-one-episode-3-the-mole-the-mob-and-the-meatball/pc-852358,PC,6.6,Adventure,N,2007,2,5
8941,Awful,Brigade E5: New Jagged Union,/games/brigade-e5-new-jagged-union/pc-658516,PC,3,Strategy,N,2007,1,22
8953,Mediocre,War Rock,/games/war-rock/pc-803878,PC,5.9,Action,N,2007,2,21
8964,Good,The Sims: Life Stories,/games/the-sims-life-stories/pc-873059,PC,7.3,Simulation,N,2007,3,1
8991,Great,Jade Empire (Special Edition),/games/jade-empire/pc-826785,PC,8.6,RPG,Y,2007,2,19
9004,Good,Gary Grigsby's World At War: A World Divided,/games/gary-grigsbys-world-at-war-a-world-divided/pc-843218,PC,7.9,Strategy,N,2007,2,22
9010,Good,Vanguard: Saga of Heroes,/games/vanguard-saga-of-heroes/pc-666602,PC,7.7,RPG,N,2007,2,27
9019,Good,War Front: Turning Point,/games/war-front-turning-point/pc-743158,PC,7.8,Strategy,N,2007,2,27
9041,Good,Myst Online: Uru Live,/games/myst-online-uru-live/pc-856597,PC,7.6,Adventure,N,2007,3,5
9049,Great,Sam & Max: Season One -- Episode #4: Abe Lincoln Must Die!,/games/sam-and-max-season-one-episode-4-abe-lincoln-must-die/pc-852356,PC,8,Adventure,N,2007,3,2
9055,Good,Titan Quest: Immortal Throne,/games/titan-quest-immortal-throne/pc-866132,PC,7.8,"Action, RPG",N,2007,3,16
9058,Bad,Maelstrom: The Battle For Earth Begins,/games/maelstrom-the-battle-for-earth-begins/pc-780335,PC,4,Strategy,N,2007,3,15
9080,Okay,TMNT,/games/tmnt/pc-794100,PC,6,Action,N,2007,3,21
9084,Great,Silent Hunter: Wolves of the Pacific,/games/silent-hunter-wolves-of-the-pacific/pc-736194,PC,8.8,Simulation,Y,2007,3,21
9086,Bad,SpaceStationSim,/games/spacestationsim/pc-867026,PC,4.5,Simulation,N,2007,3,20
9087,Great,The Sims 2: Seasons,/games/the-sims-2-seasons/pc-872445,PC,8.9,Simulation,Y,2007,3,20
9099,Great,S.T.A.L.K.E.R.: Shadow of Chernobyl,/games/stalker-shadow-of-chernobyl/pc-480467,PC,8.2,Shooter,N,2007,3,19
9100,Mediocre,Tortuga: Two Treasures,/games/tortuga-two-treasures/pc-801476,PC,5,"Action, Adventure",N,2007,3,27
9123,Great,Command & Conquer 3 Tiberium Wars,/games/command-and-conquer-3-deluxe-edition/pc-823989,PC,8.5,Strategy,Y,2007,3,26
9124,Great,IL-2 Sturmovik: 1946,/games/il-2-sturmovik-1946/pc-872094,PC,8.1,"Flight, Simulation",N,2007,3,23
9133,Great,Sam & Max: Season One -- Episode #5: Reality 2.0,/games/sam-and-max-season-one-episode-5-reality-20/pc-852354,PC,8.2,Adventure,N,2007,3,29
9134,Good,Meet The Robinsons,/games/meet-the-robinsons/pc-877283,PC,7,Action,N,2007,3,27
9140,Good,Alien Shooter: Vengeance,/games/alien-shooter-vengeance/pc-865837,PC,7.5,"Action, RPG",N,2007,3,22
9145,Great,The Elder Scrolls IV: The Shivering Isles,/games/the-elder-scrolls-iv-the-shivering-isles/pc-874118,PC,8.5,RPG,Y,2007,3,27
9153,Great,Sam & Max: Season One -- Episode #6: Bright Side of The Moon,/games/sam-and-max-season-one-episode-6-bright-side-of-the-moon/pc-902034,PC,8.1,Adventure,N,2007,4,26
9188,Okay,For Liberty!,/games/for-liberty/pc-825042,PC,6.5,Strategy,N,2007,4,13
9199,Okay,Genesis Rising: The Universal Crusade,/games/genesis-rising-the-universal-crusade/pc-823618,PC,6.5,Strategy,N,2007,4,4
9204,Good,Runaway: The Dream of the Turtle,/games/runaway-the-dream-of-the-turtle/pc-489984,PC,7.2,Adventure,N,2007,4,11
9215,Mediocre,Silverfall,/games/silverfall/pc-791205,PC,5.5,"Action, RPG",N,2007,4,4
9216,Okay,Frontline: Fields of Thunder,/games/frontline-fields-of-thunder/pc-856797,PC,6.4,Strategy,N,2007,4,3
9218,Painful,Backyard Basketball 2007,/games/backyard-basketball-887839/pc-848553,PC,2.5,Sports,N,2007,4,10
9222,Great,Test Drive Unlimited,/games/test-drive-unlimited/pc-804432,PC,8,Racing,N,2007,4,3
9224,Okay,Blitzkrieg II: Fall of the Reich,/games/blitzkrieg-ii-fall-of-the-reich/pc-824567,PC,6,Strategy,N,2007,4,3
9226,Good,ArmA: Combat Operations,/games/arma-combat-operations/pc-748793,PC,7.3,Shooter,N,2007,5,10
9234,Bad,Spider-Man 3,/games/spider-man-3/pc-889152,PC,4.7,"Action, Adventure",N,2007,5,8
9264,Good,Theatre of War [2007],/games/theatre-of-war/pc-496112,PC,7,Strategy,N,2007,5,16
9274,Okay,Ancient Wars: Sparta,/games/ancient-wars-sparta/pc-729433,PC,6,Strategy,N,2007,5,4
9299,Good,Making History: The Calm & The Storm,/games/making-history-educational-edition/pc-864570,PC,7,Strategy,N,2007,5,29
9302,Great,The Lord of the Rings Online: Shadows of Angmar,/games/the-lord-of-the-rings-online-shadows-of-angmar/pc-12112,PC,8.6,RPG,Y,2007,5,11
9312,Mediocre,CellFactor: Revolution,/games/cellfactor-revolution/pc-820814,PC,5.2,Shooter,N,2007,5,23
9341,Good,Resident Evil 4,/games/resident-evil-4/pc-802410,PC,7.7,"Action, Adventure",N,2007,5,25
9347,Okay,Shrek the Third,/games/shrek-the-third/pc-727948,PC,6,Action,N,2007,5,21
9348,Okay,Pirates of the Caribbean: At World's End,/games/pirates-of-the-caribbean-at-worlds-end/pc-894356,PC,6.5,Adventure,N,2007,5,25
9350,Okay,Shadowrun,/games/shadowrun/pc-827006,PC,6.8,Shooter,N,2007,6,4
9355,Mediocre,Infernal,/games/infernal/pc-689969,PC,5.1,Shooter,N,2007,6,1
9360,Good,UFO: Afterlight,/games/ufo-afterlight/pc-814740,PC,7.4,Strategy,N,2007,6,1
9362,Good,Top Spin 2,/games/top-spin-2/pc-857137,PC,7,Sports,N,2007,6,18
9366,Good,Penumbra: Overture,/games/penumbra-overture/pc-850111,PC,7,Adventure,N,2007,6,1
9367,Great,Tomb Raider Anniversary,/games/tomb-raider-anniversary/pc-835743,PC,8,Adventure,N,2007,6,1
9400,Awful,Marine Sharpshooter III,/games/marine-sharpshooter-iii/pc-902876,PC,3.5,Shooter,N,2007,6,8
9414,Good,Halo 2,/games/halo-2/pc-804393,PC,7.5,Shooter,N,2007,6,5
9416,Painful,Made Man,/games/made-man/pc-836897,PC,2.4,"Action, Adventure",N,2007,6,5
9428,Okay,FreeStyle Street Basketball,/games/freestyle-street-basketball/pc-824348,PC,6.8,Sports,N,2007,6,29
9432,Mediocre,Lost Planet: Extreme Condition,/games/lost-planet-extreme-condition/pc-900238,PC,5.8,Action,N,2007,6,29
9440,Great,Dirt,/games/dirt/pc-826335,PC,8.4,Racing,Y,2007,6,29
9446,Good,Harry Potter and the Order of the Phoenix,/games/harry-potter-and-the-order-of-the-phoenix/pc-850863,PC,7.3,Adventure,N,2007,6,28
9447,Good,Sword of the Stars: Born of Blood,/games/sword-of-the-stars/pc-888573,PC,7.2,Strategy,N,2007,6,28
9453,Great,Overlord,/games/overlord/pc-825968,PC,8,Adventure,N,2007,7,9
9481,Mediocre,No Surrender: Battle of the Bulge,/games/no-surrender-battle-of-the-bulge/pc-759649,PC,5.5,Strategy,N,2007,7,19
9497,Great,TrackMania United,/games/trackmania-united/pc-849388,PC,8,Racing,N,2007,7,18
9498,Okay,Call of Juarez,/games/call-of-juarez/pc-746572,PC,6.8,Shooter,N,2007,7,18
9503,Okay,L.A. Street Racing,/games/la-street-racing/pc-867818,PC,6.5,Racing,N,2007,6,25
9510,Mediocre,SpaceForce: Rogue Universe,/games/spaceforce-rogue-universe/pc-901956,PC,5.1,Action,N,2007,7,18
9552,Good,Tom Clancy's Ghost Recon Advanced Warfighter 2,/games/tom-clancys-ghost-recon-advanced-warfighter-2/pc-862426,PC,7.2,Shooter,N,2007,7,27
9557,Great,Sid Meier's Civilization IV: Beyond the Sword,/games/sid-meiers-civilization-iv-beyond-the-sword/pc-896712,PC,8.9,Strategy,Y,2007,7,26
9574,Unbearable,Call for Heroes: Pompolic Wars,/games/call-for-heroes-pompolic-wars/pc-844489,PC,1.2,"Action, RPG",N,2007,7,20
9583,Bad,Attack on Pearl Harbor,/games/attack-on-pearl-harbor/pc-847004,PC,4.6,Flight,N,2007,8,13
9591,Okay,Sword of the New World: Granado Espada,/games/sword-of-the-new-world-granado-espada/pc-879263,PC,6.5,RPG,N,2007,8,9
9623,Mediocre,UFO: Extraterrestrials,/games/ufo-extraterrestrials/pc-748880,PC,5.9,Strategy,N,2007,7,31
9654,Unbearable,Instinct,/games/instinct/pc-958396,PC,1.7,Shooter,N,2007,8,27
9656,Bad,Dead Reefs,/games/dead-reefs/pc-823615,PC,4,Adventure,N,2007,8,27
9668,Amazing,BioShock,/games/bioshock/pc-707640,PC,9.7,Shooter,Y,2007,8,17
9669,Amazing,BioShock (Limited Edition),/games/bioshock/pc-956397,PC,9.7,Shooter,Y,2007,8,17
9704,Amazing,World in Conflict,/games/world-in-conflict/pc-821566,PC,9.3,Strategy,Y,2007,9,7
9718,Mediocre,Combat Mission: Shock Force,/games/combat-mission-shock-force-british-forces/pc-885389,PC,5.2,Strategy,N,2007,9,12
9723,Good,Medal of Honor: Airborne,/games/medal-of-honor-airborne/pc-794431,PC,7.9,Shooter,N,2007,9,4
9737,Good,Two Worlds,/games/two-worlds/pc-14229,PC,7.3,RPG,N,2007,9,11
9744,Great,Medieval II: Total War Kingdoms,/games/medieval-ii-total-war-kingdoms/pc-897232,PC,8.4,Strategy,N,2007,9,10
9769,Great,Sherlock Holmes: The Awakened,/games/sherlock-holmes-the-awakened/pc-844646,PC,8.1,Adventure,N,2007,9,13
9770,Good,Guild Wars: Eye of the North,/games/guild-wars-eye-of-the-north/pc-896299,PC,7.9,RPG,N,2007,9,13
9775,Great,Blazing Angels 2: Secret Missions of WWII,/games/blazing-angels-2-secret-missions-of-wwii/pc-874021,PC,8,"Flight, Action",N,2007,9,25
9794,Great,John Woo Presents Stranglehold,/games/john-woo-presents-stranglehold/pc-813588,PC,8.1,"Action, Adventure",N,2007,9,20
9800,Great,The Sims 2: Bon Voyage,/games/the-sims-2-bon-voyage/pc-952871,PC,8,Simulation,N,2007,10,1
9802,Okay,The Settlers: Rise of an Empire,/games/the-settlers-rise-of-an-empire-eastern-realm/pc-902608,PC,6.5,Strategy,N,2007,10,1
9805,Great,Company of Heroes: Opposing Fronts,/games/company-of-heroes-opposing-fronts/pc-898618,PC,8.8,Strategy,Y,2007,9,28
9806,Okay,Undercover: Operation Wintersun,/games/undercover-operation-wintersun/pc-818363,PC,6.5,Adventure,N,2007,9,28
9818,Awful,Ducati World Championship,/games/ducati-world-championship/pc-948351,PC,3,Racing,N,2007,9,25
9819,Okay,Galactic Assault: Prisoner of Power,/games/galactic-assault-prisoner-of-power/pc-857881,PC,6.2,Strategy,N,2007,9,25
9853,Great,Enemy Territory: Quake Wars,/games/enemy-territory-quake-wars/pc-748377,PC,8.5,Shooter,Y,2007,10,2
9867,Bad,Spider-Man: Friend or Foe,/games/spider-man-friend-or-foe/pc-950066,PC,4.9,Action,N,2007,10,5
9868,Bad,The Chosen-- Well of Souls,/games/the-chosen-well-of-souls/pc-947705,PC,4.5,"Action, RPG",N,2007,10,5
9880,Good,Nancy Drew: Legend of the Crystal Skull,/games/nancy-drew-legend-of-the-crystal-skull/pc-897787,PC,7.5,Adventure,N,2007,10,17
9882,Good,Thrillville: Off the Rails,/games/thrillville-off-the-rails/pc-948270,PC,7.9,Simulation,N,2007,10,17
9896,Good,Heroes of Might and Magic V: Tribes of The East,/games/heroes-of-might-and-magic-v-tribes-of-the-east/pc-898412,PC,7.9,Strategy,N,2007,10,17
9906,Great,Team Fortress 2,/games/team-fortress-2/pc-11640,PC,8.9,Shooter,Y,2007,10,9
9909,Okay,Loki: Heroes of Mythology,/games/loki-heroes-of-mythology/pc-763385,PC,6,"Action, RPG",N,2007,10,15
9914,Great,Puzzle Quest: Challenge of the Warlords,/games/puzzle-quest-challenge-of-the-warlords/pc-950645,PC,8.6,Puzzle,N,2007,10,12
9920,Great,Neverwinter Nights 2: Mask of the Betrayer,/games/neverwinter-nights-2-platinum-edition/pc-899695,PC,8.5,RPG,Y,2007,10,15
9921,Amazing,The Orange Box,/games/the-orange-box/pc-877579,PC,9.5,"Compilation, Compilation",Y,2007,10,9
9922,Amazing,Half-Life 2: Episode Two,/games/half-life-2-episode-two/pc-812574,PC,9.4,Shooter,Y,2007,10,9
9923,Great,Portal,/games/portal/pc-842671,PC,8.2,Shooter,N,2007,10,9
9927,Great,SEGA Rally Revo,/games/sega-rally-revo/pc-825466,PC,8,Racing,N,2007,10,9
9930,Good,Tarr Chronicles,/games/tarr-chronicles/pc-893136,PC,7,Simulation,N,2007,10,12
9955,Okay,Agatha Christie: Evil Under the Sun,/games/agatha-christie-evil-under-the-sun/pc-895480,PC,6,Adventure,N,2007,10,22
9956,Great,Microsoft Flight Simulator X: Acceleration,/games/microsoft-flight-simulator-x-acceleration/pc-953946,PC,8.2,"Flight, Simulation",N,2007,10,22
9967,Great,The Witcher,/games/the-witcher/pc-682220,PC,8.5,RPG,Y,2007,10,29
9969,Okay,CSI: Crime Scene Investigation: Hard Evidence,/games/csi-crime-scene-investigation-hard-evidence/pc-869082,PC,6.1,Adventure,N,2007,10,19
9999,Okay,Fury League,/games/fury-league/pc-823611,PC,6.5,"Action, RPG",N,2007,10,24
10003,Great,Age of Empires III: The Asian Dynasties,/games/age-of-empires-iii-the-asian-dynasties/pc-906796,PC,8,Strategy,N,2007,10,23
10013,Mediocre,Clive Barker's Jericho,/games/clive-barkers-jericho/pc-843255,PC,5.6,Shooter,N,2007,10,26
10031,Okay,Escape from Paradise City,/games/escape-from-paradise-city/pc-769037,PC,6,Strategy,N,2007,11,1
10057,Painful,You Are Empty,/games/you-are-empty/pc-678686,PC,2.1,Shooter,N,2007,10,30
10060,Good,TimeShift,/games/timeshift/pc-723559,PC,7.6,Shooter,N,2007,10,30
10083,Mediocre,F.E.A.R. Perseus Mandate,/games/fear-files/pc-949606,PC,5.9,Shooter,N,2007,11,6
10085,Okay,Hellgate: London,/games/hellgate-london/pc-737992,PC,6.8,"Action, RPG",N,2007,11,5
10088,Amazing,Call of Duty 4: Modern Warfare,/games/call-of-duty-4-modern-warfare/pc-902593,PC,9.4,Shooter,Y,2007,11,5
10110,Great,RACE 07,/games/race-07/pc-886993,PC,8.5,Racing,Y,2007,11,7
10115,Great,Gears of War,/games/gears-of-war/pc-670283,PC,8.7,Shooter,Y,2007,11,7
10126,Amazing,Crysis,/games/crysis/pc-694190,PC,9.4,Shooter,Y,2007,11,12
10138,Great,Supreme Commander: Forged Alliance,/games/supreme-commander-forged-alliance/pc-901571,PC,8.6,Strategy,Y,2007,11,9
10149,Great,Sam & Max: Season Two -- Episode #1: Ice Station Santa,/games/sam-max-season-two-episode-1-ice-station-santa/pc-952750,PC,8,Adventure,N,2007,11,8
10164,Mediocre,Empire Earth III,/games/empire-earth-iii/pc-886261,PC,5.4,Strategy,N,2007,11,16
10184,Great,Guitar Hero III: Legends of Rock,/games/guitar-hero-iii-legends-of-rock/pc-962918,PC,8.5,Music,Y,2007,11,13
10187,Bad,Beowulf: The Game,/games/beowulf-the-game/pc-908237,PC,4,Action,N,2007,11,16
10190,Okay,BlackSite: Area 51,/games/blacksite-area-51/pc-879346,PC,6.5,Shooter,N,2007,11,15
10201,Amazing,Unreal Tournament III,/games/unreal-tournament-iii/pc-746632,PC,9,Shooter,Y,2007,11,21
10204,Bad,Cabela's Big Game Hunter: Trophy Bucks,/games/cabelas-big-game-hunter/pc-952306,PC,4.8,Hunting,N,2007,11,20
10208,Mediocre,SimCity Societies,/games/simcity-societies/pc-925931,PC,5.8,Simulation,N,2007,11,13
10223,Okay,Need for Speed ProStreet,/games/need-for-speed-prostreet/pc-910240,PC,6.9,Racing,N,2007,11,20
10226,Good,Tabula Rasa,/games/tabula-rasa/pc-16535,PC,7.5,RPG,N,2007,11,20
10230,Great,Viva Pi–ata,/games/viva-pinata/pc-949545,PC,8.2,Virtual Pet,N,2007,11,13
10244,Bad,Culpa Innata,/games/culpa-innata/pc-781949,PC,4,Adventure,N,2007,11,20
10252,Mediocre,Soldier of Fortune: Payback,/games/soldier-of-fortune-payback/pc-946736,PC,5.9,Shooter,N,2007,11,27
10263,Good,Kane & Lynch: Dead Men,/games/kane-and-lynch-dead-men/pc-842694,PC,7,Action,N,2007,11,26
10265,Great,Death to Spies,/games/death-to-spies/pc-826292,PC,8,Action,N,2007,11,26
10299,Good,World Series of Poker 2008: Battle for the Bracelets,/games/world-series-of-poker-2008-battle-for-the-bracelets/pc-948201,PC,7.9,Card,N,2007,12,3
10307,Good,Fantasy Wars,/games/fantasy-wars/pc-901822,PC,7.8,Strategy,N,2007,12,10
10317,Mediocre,Darkness Within: In Pursuit of Loath Nolder,/games/darkness-within/pc-909638,PC,5.1,Adventure,N,2007,12,7
10321,Mediocre,Dawn of Magic,/games/blood-magic-14349419/pc-679156,PC,5.4,"Action, RPG",N,2007,11,30
10330,Great,EverQuest II: Rise of Kunark,/games/everquest-ii-rise-of-kunark/pc-904608,PC,8.2,RPG,N,2007,11,30
10341,Bad,Swashbucklers: Blue vs. Grey,/games/swashbucklers-blue-vs-grey/pc-679511,PC,4,"Action, Adventure",N,2007,11,28
10348,Good,Painkiller: Overdose,/games/painkiller-overdose/pc-949470,PC,7,Shooter,N,2007,11,27
10380,Bad,The History Channel: Battle For The Pacific,/games/the-history-channel-battle-for-the-pacific/pc-850880,PC,4.9,Shooter,N,2007,12,21
10434,Bad,Next Life,/games/next-life/pc-851296,PC,4.5,Adventure,N,2007,12,12
10446,Good,Avencast: Rise of the Mage,/games/avencast-rise-of-the-mage/pc-895479,PC,7,RPG,N,2007,12,11
10449,Awful,Hot Wheels: Beat That!,/games/hot-wheels-beat-that/pc-966991,PC,3.5,Racing,N,2007,12,11
10541,Great,Universe at War: Earth Assault,/games/universe-at-war-earth-assault/pc-771526,PC,8,Strategy,N,2007,12,14
10357,Painful,Alvin and the Chipmunks,/games/alvin-and-the-chipmunks/pc-956751,PC,2.2,Music,N,2008,1,3
10393,Great,Sam & Max: Season Two -- Episode #2: Moai Better Blues,/games/sam-and-max-season-two-episode-2-moai-better-blues/pc-14224026,PC,8.2,Adventure,N,2008,1,8
10395,Awful,The Golden Compass,/games/the-golden-compass/pc-858350,PC,3.5,Action,N,2008,1,7
10460,Good,Shadowgrounds Survivor,/games/shadowgrounds-survivor/pc-14212067,PC,7.6,Action,N,2008,1,29
10471,Good,Taito Legends 2,/games/taito-legends-2/pc-815810,PC,7.5,Compilation,N,2008,1,29
10513,Good,Penumbra: Black Plague,/games/penumbra-black-plague/pc-963489,PC,7.7,Action,N,2008,2,1
10514,Bad,Barbie as The Island Princess,/games/barbie-as-the-island-princess/pc-952269,PC,4,Party,N,2008,1,31
10522,Mediocre,Battlestar Galactica,/games/battlestar-galactica/pc-851732,PC,5.1,Action,N,2008,1,30
10524,Good,Carol Vorderman's Sudoku,/games/carol-vordermans-handheld-sudoku/pc-821569,PC,7.8,Puzzle,N,2008,1,29
10555,Great,Savage 2: A Tortured Soul,/games/savage-2-a-tortured-soul/pc-769090,PC,8.3,Shooter,N,2008,2,7
10559,Great,Out of This World,/games/another-world/pc-6219,PC,8.5,Action,Y,2008,2,6
